id,subject,body,label
409,Oferta exclusiva,Multiplica tu dinero con esta increíble inversión.,SPAM
410,Horario de clases,Se adjunta comprobante de pago realizado.,HAM
411,Reunión programada,Gracias por asistir a la capacitación.,HAM
412,Dinero rápido,Multiplica tu dinero con esta increíble inversión.,SPAM
413,Oferta exclusiva,Obtén descuentos de hasta el 80% solo hoy.,SPAM
414,Descuento limitado,Trabaja desde casa y gana $500 diarios.,SPAM
415,Dinero rápido,Consigue miles de seguidores en minutos.,SPAM
416,Oferta exclusiva,Inversión segura con retorno garantizado.,SPAM
417,Dinero rápido,Accede a tu cuenta y reclama tu premio ahora.,SPAM
418,Horario de clases,Aquí están los resultados de su último examen.,HAM
419,Increíble inversión,Obtén descuentos de hasta el 80% solo hoy.,SPAM
420,Horario de clases,El horario de las clases ha sido actualizado.,HAM
421,Consigue seguidores,Compra ahora y recibe un regalo especial.,SPAM
422,Invitación al evento,Adjunto encontrará la agenda de la reunión semanal.,HAM
423,Oferta exclusiva,Trabaja desde casa y gana $500 diarios.,SPAM
424,Entrega confirmada,Aquí están los resultados de su último examen.,HAM
425,Entrega confirmada,Le recordamos su cita médica programada.,HAM
426,Cita médica,Actualización del estado del proyecto adjunta.,HAM
427,Actualización del proyecto,Nos vemos mañana en el evento de networking.,HAM
428,Invitación al evento,Nos vemos mañana en el evento de networking.,HAM
429,Agenda de trabajo,Aquí están los resultados de su último examen.,HAM
430,Tu cuenta fue seleccionada,Haz clic aquí para reclamar tu recompensa.,SPAM
431,Entrega confirmada,La entrega de su pedido ha sido confirmada.,HAM
432,Descuento limitado,Has sido seleccionado para recibir un premio en efectivo.,SPAM
433,Descuento limitado,Inversión segura con retorno garantizado.,SPAM
434,Compra ahora,Obtén descuentos de hasta el 80% solo hoy.,SPAM
435,Agenda de trabajo,Su factura ya está disponible para su revisión.,HAM
436,Recordatorio de pago,Su factura ya está disponible para su revisión.,HAM
437,Tu cuenta fue seleccionada,Haz clic aquí para reclamar tu recompensa.,SPAM
438,Factura disponible,La entrega de su pedido ha sido confirmada.,HAM
439,Descuento limitado,Consigue miles de seguidores en minutos.,SPAM
440,Horario de clases,Su factura ya está disponible para su revisión.,HAM
441,Compra ahora,Multiplica tu dinero con esta increíble inversión.,SPAM
442,Reunión programada,Le recordamos su cita médica programada.,HAM
443,Hazte rico,Consigue miles de seguidores en minutos.,SPAM
444,Compra ahora,Multiplica tu dinero con esta increíble inversión.,SPAM
445,Agenda de trabajo,Su factura ya está disponible para su revisión.,HAM
446,Hazte rico,Consigue miles de seguidores en minutos.,SPAM
447,Agenda de trabajo,Nos vemos mañana en el evento de networking.,HAM
448,Recordatorio de pago,El horario de las clases ha sido actualizado.,HAM
449,Factura disponible,Nos vemos mañana en el evento de networking.,HAM
450,Invitación al evento,Aquí están los resultados de su último examen.,HAM
451,Agenda de trabajo,Actualización del estado del proyecto adjunta.,HAM
452,Dinero rápido,Compra ahora y recibe un regalo especial.,SPAM
453,Consigue seguidores,Accede a tu cuenta y reclama tu premio ahora.,SPAM
454,Agenda de trabajo,Se adjunta comprobante de pago realizado.,HAM
455,Tu cuenta fue seleccionada,Accede a tu cuenta y reclama tu premio ahora.,SPAM
456,Oferta exclusiva,Gana un iPhone gratis haciendo clic aquí.,SPAM
457,Tu cuenta fue seleccionada,Obtén descuentos de hasta el 80% solo hoy.,SPAM
458,Descuento limitado,Obtén descuentos de hasta el 80% solo hoy.,SPAM
459,Entrega confirmada,Gracias por asistir a la capacitación.,HAM
460,Cita médica,Gracias por asistir a la capacitación.,HAM
461,Invitación al evento,Le recordamos su cita médica programada.,HAM
462,Consigue seguidores,Obtén descuentos de hasta el 80% solo hoy.,SPAM
463,Recordatorio de pago,Actualización del estado del proyecto adjunta.,HAM
464,Invitación al evento,Su factura ya está disponible para su revisión.,HAM
465,Factura disponible,La entrega de su pedido ha sido confirmada.,HAM
466,Recordatorio de pago,El horario de las clases ha sido actualizado.,HAM
467,Trabajo desde casa,Compra ahora y recibe un regalo especial.,SPAM
468,Hazte rico,Has sido seleccionado para recibir un premio en efectivo.,SPAM
469,Increíble inversión,Inversión segura con retorno garantizado.,SPAM
470,Factura disponible,Aquí están los resultados de su último examen.,HAM
471,Compra ahora,Accede a tu cuenta y reclama tu premio ahora.,SPAM
472,Compra ahora,Trabaja desde casa y gana $500 diarios.,SPAM
473,Recordatorio de pago,El horario de las clases ha sido actualizado.,HAM
474,Horario de clases,La entrega de su pedido ha sido confirmada.,HAM
475,Dinero rápido,Trabaja desde casa y gana $500 diarios.,SPAM
476,Agenda de trabajo,Aquí están los resultados de su último examen.,HAM
477,Entrega confirmada,Su factura ya está disponible para su revisión.,HAM
478,Increíble inversión,Trabaja desde casa y gana $500 diarios.,SPAM
479,Entrega confirmada,Actualización del estado del proyecto adjunta.,HAM
480,Trabajo desde casa,Compra ahora y recibe un regalo especial.,SPAM
481,Factura disponible,Adjunto encontrará la agenda de la reunión semanal.,HAM
482,Consigue seguidores,Consigue miles de seguidores en minutos.,SPAM
483,Dinero rápido,Multiplica tu dinero con esta increíble inversión.,SPAM
484,Compra ahora,Gana un iPhone gratis haciendo clic aquí.,SPAM
485,Dinero rápido,Has sido seleccionado para recibir un premio en efectivo.,SPAM
486,Entrega confirmada,Su factura ya está disponible para su revisión.,HAM
487,Increíble inversión,Obtén descuentos de hasta el 80% solo hoy.,SPAM
488,Descuento limitado,Trabaja desde casa y gana $500 diarios.,SPAM
489,Trabajo desde casa,Gana un iPhone gratis haciendo clic aquí.,SPAM
490,Tu cuenta fue seleccionada,Gana un iPhone gratis haciendo clic aquí.,SPAM
491,Factura disponible,La entrega de su pedido ha sido confirmada.,HAM
492,Premio garantizado,Has sido seleccionado para recibir un premio en efectivo.,SPAM
493,Premio garantizado,Gana un iPhone gratis haciendo clic aquí.,SPAM
494,Resultados del examen,La entrega de su pedido ha sido confirmada.,HAM
495,Descuento limitado,Compra ahora y recibe un regalo especial.,SPAM
496,Tu cuenta fue seleccionada,Gana un iPhone gratis haciendo clic aquí.,SPAM
497,Reunión programada,La entrega de su pedido ha sido confirmada.,HAM
498,Trabajo desde casa,Trabaja desde casa y gana $500 diarios.,SPAM
499,Descuento limitado,Trabaja desde casa y gana $500 diarios.,SPAM
500,Increíble inversión,Consigue miles de seguidores en minutos.,SPAM
501,Actualización del proyecto,Se adjunta comprobante de pago realizado.,HAM
502,Dinero rápido,Has sido seleccionado para recibir un premio en efectivo.,SPAM
503,Horario de clases,Adjunto encontrará la agenda de la reunión semanal.,HAM
504,Consigue seguidores,Accede a tu cuenta y reclama tu premio ahora.,SPAM
505,Descuento limitado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
506,Consigue seguidores,Accede a tu cuenta y reclama tu premio ahora.,SPAM
507,Horario de clases,Aquí están los resultados de su último examen.,HAM
508,Trabajo desde casa,Obtén descuentos de hasta el 80% solo hoy.,SPAM
509,Invitación al evento,Le recordamos su cita médica programada.,HAM
510,Invitación al evento,Aquí están los resultados de su último examen.,HAM
511,Compra ahora,Compra ahora y recibe un regalo especial.,SPAM
512,Increíble inversión,Gana un iPhone gratis haciendo clic aquí.,SPAM
513,Cita médica,Gracias por asistir a la capacitación.,HAM
514,Invitación al evento,Aquí están los resultados de su último examen.,HAM
515,Trabajo desde casa,Gana un iPhone gratis haciendo clic aquí.,SPAM
516,Resultados del examen,Gracias por asistir a la capacitación.,HAM
517,Horario de clases,Le recordamos su cita médica programada.,HAM
518,Tu cuenta fue seleccionada,Obtén descuentos de hasta el 80% solo hoy.,SPAM
519,Tu cuenta fue seleccionada,Inversión segura con retorno garantizado.,SPAM
520,Consigue seguidores,Consigue miles de seguidores en minutos.,SPAM
521,Resultados del examen,Aquí están los resultados de su último examen.,HAM
522,Actualización del proyecto,Gracias por asistir a la capacitación.,HAM
523,Oferta exclusiva,Inversión segura con retorno garantizado.,SPAM
524,Actualización del proyecto,Nos vemos mañana en el evento de networking.,HAM
525,Premio garantizado,Trabaja desde casa y gana $500 diarios.,SPAM
526,Dinero rápido,Consigue miles de seguidores en minutos.,SPAM
527,Agenda de trabajo,Su factura ya está disponible para su revisión.,HAM
528,Oferta exclusiva,Trabaja desde casa y gana $500 diarios.,SPAM
529,Dinero rápido,Multiplica tu dinero con esta increíble inversión.,SPAM
530,Trabajo desde casa,Obtén descuentos de hasta el 80% solo hoy.,SPAM
531,Actualización del proyecto,Adjunto encontrará la agenda de la reunión semanal.,HAM
532,Horario de clases,El horario de las clases ha sido actualizado.,HAM
533,Hazte rico,Has sido seleccionado para recibir un premio en efectivo.,SPAM
534,Resultados del examen,Gracias por asistir a la capacitación.,HAM
535,Increíble inversión,Gana un iPhone gratis haciendo clic aquí.,SPAM
536,Resultados del examen,Su factura ya está disponible para su revisión.,HAM
537,Resultados del examen,Adjunto encontrará la agenda de la reunión semanal.,HAM
538,Invitación al evento,Le recordamos su cita médica programada.,HAM
539,Factura disponible,El horario de las clases ha sido actualizado.,HAM
540,Descuento limitado,Consigue miles de seguidores en minutos.,SPAM
541,Agenda de trabajo,Su factura ya está disponible para su revisión.,HAM
542,Horario de clases,La entrega de su pedido ha sido confirmada.,HAM
543,Oferta exclusiva,Has sido seleccionado para recibir un premio en efectivo.,SPAM
544,Agenda de trabajo,Se adjunta comprobante de pago realizado.,HAM
545,Factura disponible,Aquí están los resultados de su último examen.,HAM
546,Consigue seguidores,Compra ahora y recibe un regalo especial.,SPAM
547,Invitación al evento,El horario de las clases ha sido actualizado.,HAM
548,Resultados del examen,Aquí están los resultados de su último examen.,HAM
549,Recordatorio de pago,El horario de las clases ha sido actualizado.,HAM
550,Factura disponible,Actualización del estado del proyecto adjunta.,HAM
551,Entrega confirmada,La entrega de su pedido ha sido confirmada.,HAM
552,Resultados del examen,La entrega de su pedido ha sido confirmada.,HAM
553,Factura disponible,Actualización del estado del proyecto adjunta.,HAM
554,Horario de clases,La entrega de su pedido ha sido confirmada.,HAM
555,Reunión programada,Gracias por asistir a la capacitación.,HAM
556,Actualización del proyecto,Adjunto encontrará la agenda de la reunión semanal.,HAM
557,Actualización del proyecto,Se adjunta comprobante de pago realizado.,HAM
558,Consigue seguidores,Accede a tu cuenta y reclama tu premio ahora.,SPAM
559,Factura disponible,Actualización del estado del proyecto adjunta.,HAM
560,Compra ahora,Consigue miles de seguidores en minutos.,SPAM
561,Entrega confirmada,Gracias por asistir a la capacitación.,HAM
562,Hazte rico,Inversión segura con retorno garantizado.,SPAM
563,Reunión programada,Se adjunta comprobante de pago realizado.,HAM
564,Compra ahora,Trabaja desde casa y gana $500 diarios.,SPAM
565,Oferta exclusiva,Obtén descuentos de hasta el 80% solo hoy.,SPAM
566,Hazte rico,Has sido seleccionado para recibir un premio en efectivo.,SPAM
567,Oferta exclusiva,Gana un iPhone gratis haciendo clic aquí.,SPAM
568,Recordatorio de pago,Nos vemos mañana en el evento de networking.,HAM
569,Actualización del proyecto,Su factura ya está disponible para su revisión.,HAM
570,Horario de clases,Actualización del estado del proyecto adjunta.,HAM
571,Horario de clases,Adjunto encontrará la agenda de la reunión semanal.,HAM
572,Invitación al evento,Se adjunta comprobante de pago realizado.,HAM
573,Hazte rico,Obtén descuentos de hasta el 80% solo hoy.,SPAM
574,Reunión programada,Se adjunta comprobante de pago realizado.,HAM
575,Hazte rico,Compra ahora y recibe un regalo especial.,SPAM
576,Actualización del proyecto,El horario de las clases ha sido actualizado.,HAM
577,Oferta exclusiva,Has sido seleccionado para recibir un premio en efectivo.,SPAM
578,Entrega confirmada,Aquí están los resultados de su último examen.,HAM
579,Reunión programada,El horario de las clases ha sido actualizado.,HAM
580,Descuento limitado,Consigue miles de seguidores en minutos.,SPAM
581,Increíble inversión,Inversión segura con retorno garantizado.,SPAM
582,Entrega confirmada,Nos vemos mañana en el evento de networking.,HAM
583,Reunión programada,Adjunto encontrará la agenda de la reunión semanal.,HAM
584,Resultados del examen,Le recordamos su cita médica programada.,HAM
585,Premio garantizado,Gana un iPhone gratis haciendo clic aquí.,SPAM
586,Descuento limitado,Has sido seleccionado para recibir un premio en efectivo.,SPAM
587,Recordatorio de pago,Adjunto encontrará la agenda de la reunión semanal.,HAM
588,Tu cuenta fue seleccionada,Has sido seleccionado para recibir un premio en efectivo.,SPAM
589,Trabajo desde casa,Inversión segura con retorno garantizado.,SPAM
590,Recordatorio de pago,Se adjunta comprobante de pago realizado.,HAM
591,Dinero rápido,Consigue miles de seguidores en minutos.,SPAM
592,Dinero rápido,Gana un iPhone gratis haciendo clic aquí.,SPAM
593,Descuento limitado,Consigue miles de seguidores en minutos.,SPAM
594,Recordatorio de pago,Gracias por asistir a la capacitación.,HAM
595,Recordatorio de pago,Nos vemos mañana en el evento de networking.,HAM
596,Reunión programada,Aquí están los resultados de su último examen.,HAM
597,Increíble inversión,Accede a tu cuenta y reclama tu premio ahora.,SPAM
598,Horario de clases,El horario de las clases ha sido actualizado.,HAM
599,Resultados del examen,Su factura ya está disponible para su revisión.,HAM
600,Tu cuenta fue seleccionada,Obtén descuentos de hasta el 80% solo hoy.,SPAM
601,Entrega confirmada,Aquí están los resultados de su último examen.,HAM
602,Actualización del proyecto,Aquí están los resultados de su último examen.,HAM
603,Recordatorio de pago,Adjunto encontrará la agenda de la reunión semanal.,HAM
604,Consigue seguidores,Obtén descuentos de hasta el 80% solo hoy.,SPAM
605,Recordatorio de pago,Le recordamos su cita médica programada.,HAM
606,Entrega confirmada,Gracias por asistir a la capacitación.,HAM
607,Entrega confirmada,Aquí están los resultados de su último examen.,HAM
608,Invitación al evento,Adjunto encontrará la agenda de la reunión semanal.,HAM
609,Trabajo desde casa,Obtén descuentos de hasta el 80% solo hoy.,SPAM
610,Factura disponible,Adjunto encontrará la agenda de la reunión semanal.,HAM
611,Resultados del examen,Actualización del estado del proyecto adjunta.,HAM
612,Factura disponible,Gracias por asistir a la capacitación.,HAM
613,Consigue seguidores,Multiplica tu dinero con esta increíble inversión.,SPAM
614,Dinero rápido,Trabaja desde casa y gana $500 diarios.,SPAM
615,Trabajo desde casa,Has sido seleccionado para recibir un premio en efectivo.,SPAM
